classifier, best_representing_words_list, counter_vector, not_count, parts_of_speech, polarity_count, polarity_vocabulary, remove_stop_words, surrounding_words, text_to_vector_uni_vocabulary, tf_idf_vector, uni_gram, total_accuracy, 0_accuracy, 1_accuracy, 3_accuracy
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 30.3921568627, 35.2941176471, 47.0588235294, 8.82352941176
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 64.7058823529, 85.2941176471, 64.7058823529, 44.1176470588
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 66.6666666667, 79.4117647059, 70.5882352941, 50.0
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 64.7058823529, 85.2941176471, 64.7058823529, 44.1176470588
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 58.8235294118, 79.4117647059, 52.9411764706, 44.1176470588
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 62.7450980392, 79.4117647059, 55.8823529412, 52.9411764706
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 64.7058823529, 85.2941176471, 64.7058823529, 44.1176470588
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 60.7843137255, 79.4117647059, 64.7058823529, 38.2352941176
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 56.862745098, 76.4705882353, 35.2941176471, 58.8235294118
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 48.0392156863, 88.2352941176, 35.2941176471, 20.5882352941
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 56.862745098, 79.4117647059, 41.1764705882, 50.0
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 54.9019607843, 88.2352941176, 55.8823529412, 20.5882352941
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 58.8235294118, 79.4117647059, 47.0588235294, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 56.862745098, 76.4705882353, 35.2941176471, 58.8235294118
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 58.8235294118, 85.2941176471, 55.8823529412, 35.2941176471
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 64.7058823529, 85.2941176471, 64.7058823529, 44.1176470588
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 66.6666666667, 79.4117647059, 67.6470588235, 52.9411764706
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 64.7058823529, 85.2941176471, 64.7058823529, 44.1176470588
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 59.8039215686, 79.4117647059, 58.8235294118, 41.1764705882
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 62.7450980392, 79.4117647059, 55.8823529412, 52.9411764706
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 64.7058823529, 85.2941176471, 64.7058823529, 44.1176470588
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 61.7647058824, 79.4117647059, 64.7058823529, 41.1764705882
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 56.862745098, 76.4705882353, 35.2941176471, 58.8235294118
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 48.0392156863, 88.2352941176, 35.2941176471, 20.5882352941
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 56.862745098, 79.4117647059, 41.1764705882, 50.0
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 54.9019607843, 88.2352941176, 55.8823529412, 20.5882352941
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 58.8235294118, 79.4117647059, 47.0588235294, 50.0
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 56.862745098, 76.4705882353, 35.2941176471, 58.8235294118
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 58.8235294118, 85.2941176471, 55.8823529412, 35.2941176471
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 67.6470588235, 41.1764705882, 44.1176470588
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 54.9019607843, 67.6470588235, 58.8235294118, 38.2352941176
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 55.8823529412, 70.5882352941, 52.9411764706, 44.1176470588
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 34.3137254902, 23.5294117647, 47.0588235294, 32.3529411765
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 32.3529411765, 20.5882352941, 67.6470588235, 8.82352941176
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 31.3725490196, 17.6470588235, 47.0588235294, 29.4117647059
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 31.3725490196, 35.2941176471, 35.2941176471, 23.5294117647
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 31.3725490196, 17.6470588235, 58.8235294118, 17.6470588235
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 34.3137254902, 23.5294117647, 47.0588235294, 32.3529411765
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 34.3137254902, 32.3529411765, 35.2941176471, 35.2941176471
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 47.0588235294, 61.7647058824, 41.1764705882, 38.2352941176
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 55.8823529412, 64.7058823529, 61.7647058824, 41.1764705882
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 57.8431372549, 73.5294117647, 55.8823529412, 44.1176470588
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 34.3137254902, 23.5294117647, 47.0588235294, 32.3529411765
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 32.3529411765, 20.5882352941, 67.6470588235, 8.82352941176
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 31.3725490196, 17.6470588235, 47.0588235294, 29.4117647059
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 31.3725490196, 38.2352941176, 32.3529411765, 23.5294117647
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 31.3725490196, 17.6470588235, 58.8235294118, 17.6470588235
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 34.3137254902, 23.5294117647, 47.0588235294, 32.3529411765
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 33.3333333333, 32.3529411765, 38.2352941176, 29.4117647059
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 64.7058823529, 85.2941176471, 64.7058823529, 44.1176470588
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 66.6666666667, 79.4117647059, 70.5882352941, 50.0
SVC_linear,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 64.7058823529, 85.2941176471, 64.7058823529, 44.1176470588
Decision_tree,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 59.8039215686, 79.4117647059, 64.7058823529, 35.2941176471
SVC_linear_C0,1,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 62.7450980392, 79.4117647059, 55.8823529412, 52.9411764706
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 64.7058823529, 85.2941176471, 64.7058823529, 44.1176470588
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 62.7450980392, 79.4117647059, 64.7058823529, 44.1176470588
SVC_linear_C10,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 56.862745098, 76.4705882353, 35.2941176471, 58.8235294118
GaussianNB,vocabularies/dish_size_best_words_custom.txt, True, True, True, False, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 48.0392156863, 88.2352941176, 35.2941176471, 20.5882352941
